EventId;InvestigationType;AccidentNumber;EventDate;Location;Country;Latitude;Longitude;AirportCode;AirportName;InjurySeverity;AircraftDamage;AircraftCategory;RegistrationNumber;Make;Model;AmateurBuilt;NumberOfEngines;EngineType;FARDescription;Schedule;PurposeOfFlight;AirCarrier;TotalFatalInjuries;TotalSeriousInjuries;TotalMinorInjuries;TotalUninjured;WeatherCondition;BroadPhaseOfFlight;ReportStatus;PublicationDate
20090902X43902;Incident;ENG09WA013;06/13/2009;Florence, Italy;Italy;;;;;Incident;;Airplane;;;;;;;Non-U.S., Commercial;SCHD;;;;;;2;;;Foreign;05/01/2014
20091015X93904;Incident;ENG09WA021;06/12/2009;Marrakesh Airport, Morocco;Morocco;;;;;Incident;;Airplane;;BOEING;737;No;2;;Non-U.S., Commercial;SCHD;;;;;;;;;Foreign;12/01/2009
20090611X13753;Incident;ERA09IA338;06/11/2009;Atlanta, GA;United States;33.636666;-84.428056;ATL;Hartsfield Jackson ATL Inter.;Incident;Minor;Airplane;N857AS;BOMBARDIER INC;CL-600-2B1;No;2;Turbo Fan;Part 121: Air Carrier;SCHD;;Atlantic Southeast Airlines;;;;22;VMC;LANDING;Probable Cause;05/26/2011
20090610X65600;Incident;ENG09IA007;06/10/2009;Denver, CO;United States;;;KDEN;Denver International Airport;Incident;Minor;Airplane;N570UA;BOEING;757-222;No;2;Turbo Jet;Part 121: Air Carrier;SCHD;;UNITED AIR LINES INC;;;;192;;STANDING;Probable Cause;03/12/2012
20090609X04538;Incident;ERA09IA331;06/08/2009;Elkin, NC;United States;36.280000;-80.786111;;;Incident;Minor;Airplane;N34TG;CIRRUS DESIGN CORP;SR22;No;1;Reciprocating;Part 91: General Aviation;;Personal;;;;;1;VMC;;Probable Cause;05/06/2010
20090608X51809;Incident;ERA09IA326;06/08/2009;Marietta, GA;United States;34.013056;-84.596944;RYY;Cobb County-McCollum Field;Incident;;Airplane;N445SA;INIZIATIVE;Sky Arrow;No;1;Reciprocating;Part 91: General Aviation;;Instructional;;;;;2;VMC;CLIMB;Probable Cause;12/20/2010
20090626X74656;Incident;DCA09WA058;06/05/2009;Taipei, Taiwan, Taiwan;Taiwan;;;RCTP;Taoyuan International Airport;Incident;Minor;Airplane;;BOEING;767;No;2;;Non-U.S., Commercial;SCHD;;;;;;210;;;Foreign;05/01/2014
20090612X13814;Incident;OPS09IA007B;06/03/2009;Cleveland, OH;United States;;;CLE;Cleveland Hopkins Intl Airport;Incident;;Airplane;;EMBRAER;EMB-145LR;No;2;Turbo Fan;Part 135: Air Taxi & Commuter;SCHD;;;;;;163;VMC;;Probable Cause;05/06/2010
20090612X13814;Incident;OPS09IA007A;06/03/2009;Cleveland, OH;United States;;;CLE;Cleveland Hopkins Intl Airport;Incident;;Airplane;;BOEING;737-7H4;No;2;Turbo Fan;Part 121: Air Carrier;SCHD;;;;;;163;VMC;TAXI;Probable Cause;05/06/2010
20090604X25647;Incident;OPS09IA006B;06/01/2009;Chicago, IL;United States;41.983889;-87.663611;ORD;Chicago O'Hare International;Incident;;Airplane;;BOEING;767;No;2;;Part 121: Air Carrier;SCHD;;;;;;324;VMC;APPROACH;Probable Cause;03/03/2010
20090604X25647;Incident;OPS09IA006A;06/01/2009;Chicago, IL;United States;41.983889;-87.663611;ORD;Chicago O'Hare International;Incident;;Airplane;;MCDONNELL DOUGLAS;MD80;No;2;;Part 121: Air Carrier;SCHD;;;;;;324;VMC;APPROACH;Probable Cause;03/03/2010
20090602X31751;Incident;ERA09IA315;06/01/2009;Greenville, SC;United States;34.848055;-82.350000;GMU;Greenville Downtown Airport;Incident;;Airplane;N695CD;CIRRUS DESIGN CORP;SR22;No;1;Reciprocating;Part 91: General Aviation;;Other Work Use;;;;;1;VMC;APPROACH;Probable Cause;10/20/2009
20090601X10341;Incident;OPS09IA005B;05/29/2009;Charlotte, NC;United States;35.213889;-80.943055;CLT;Charlotte/Douglas Internationa;Incident;;;;PILATUS;PC12;No;;;Part 91: General Aviation;NSCH;Personal;;;;;;VMC;;Probable Cause;09/10/2009
20090601X10341;Incident;OPS09IA005A;05/29/2009;Charlotte, NC;United States;35.213889;-80.943055;CLT;Charlotte/Douglas Internationa;Incident;;Airplane;;BOMBARDIER INC;CL-600-2B1;;2;Turbo Fan;Part 135: Air Taxi & Commuter;SCHD;;;;;;;VMC;TAKEOFF;Probable Cause;09/10/2009
20090813X05748;Incident;DCA09WA073;05/28/2009;Cagliari Airport, Italy;Italy;;;LIEE;Cagliari Airport;Incident;;Airplane;;BOEING;MD82;No;2;;Non-U.S., Commercial;SCHD;;;;;;;;;Foreign;08/13/2009
20090624X02042;Incident;DCA09IA055;05/21/2009;Los Cayes, Haiti;Haiti;;;;Los Cayes;Incident;;Airplane;PT-MVB;AIRBUS;A330;No;2;Turbo Fan;Part 129: Foreign;SCHD;;TAM;;;;176;VMC;;Probable Cause;07/18/2011
20090518X01639;Incident;OPS09IA004;05/13/2009;Camp Springs, MD;United States;38.810833;-76.866945;KADW;Andrews Air Force Base;Incident;;;;;BE20;;;;Armed Forces;;;;;;;2;VMC;;Probable Cause;06/22/2009
20090513X31333;Incident;CEN09IA294;05/12/2009;Houston, TX;United States;29.640555;-95.273889;HOU;William P. Hobby Airport;Incident;Minor;Airplane;N371SW;BOEING;737;No;2;Turbo Fan;Part 121: Air Carrier;SCHD;;SOUTHWEST AIRLINES CO;;;2;51;VMC;LANDING;Probable Cause;02/24/2011
20090518X75604;Incident;ENG09WA005;05/11/2009;Johannesburg, South Africa;South Africa;;;FAJS;Tambo International Airport;Incident;;Airplane;;BOEING;747-436;No;4;Turbo Fan;Non-U.S., Commercial;SCHD;;;;;;;;;Foreign;05/19/2009
20091105X31033;Incident;DCA10WA008;05/02/2009;Antalya, Turkey;Turkey;;;;;Incident;Minor;;;BOEING;737;No;;;Non-U.S., Commercial;SCHD;;;;;;;;;Foreign;11/23/2009
20090518X03641;Incident;ENG09WA006;05/01/2009;Guayaquil, Ecuador;Ecuador;;;GYE;Simon Bolivar International;Incident;;Airplane;;BOEING;757-236;No;;Turbo Fan;Non-U.S., Non-Commercial;;Unknown;;;;;;;;Foreign;05/19/2009
20090427X02120;Incident;ERA09IA267;04/27/2009;Nantucket, MA;United States;41.252778;-70.060000;ACK;Nantucket Memo Airport;Incident;Minor;Airplane;N769EA;CESSNA;402C;No;2;Reciprocating;Part 135: Air Taxi & Commuter;SCHD;;Hyannis Air Services Inc (DBA: Cape Air/Nantucket Air Lines);;;;9;VMC;LANDING;Probable Cause;07/28/2009
20090828X50844;Incident;DCA09WA075;04/17/2009;Batco, Chile;Chile;;;SCEL;Arturo Merino Benitez Airport;Incident;;Airplane;N384WA;MCDONNELL DOUGLAS;MD11;No;3;;Part 121: Air Carrier;NSCH;;;;;;5;;;Foreign;03/22/2010
20090413X62630;Incident;ERA09IA240;04/12/2009;Fort Myers, FL;United States;26.536111;-81.755278;RSW;Southwest Florida Int'l;Incident;;Airplane;N559DW;BEECH;B200;No;2;Turbo Prop;Part 91: General Aviation;;Personal;;1;;;4;VMC;CLIMB;Probable Cause;04/19/2010
20090420X61500;Incident;CEN09IA254;04/08/2009;Vick, TX;United States;;;;;Incident;Minor;Helicopter;N295AE;BELL;206;No;1;Turbo Shaft;Part 135: Air Taxi & Commuter;NSCH;;Air Evac EMS, INC. (DBA: Air Evac Life Team);;;;4;VMC;;Probable Cause;08/13/2009
20090409X61234;Incident;WPR09IA187;04/05/2009;Camarillo, CA;United States;34.200000;-119.033333;CMA;Camarillo;Incident;Minor;Airplane;N519XL;LIBERTY AEROSPACE INCORPORATED;LIBERTY XL-2;No;1;Reciprocating;Part 91: General Aviation;;Instructional;;;;;2;VMC;;Probable Cause;04/22/2010
20090403X22132;Incident;ERA09FA228;04/03/2009;Northport, FL;United States;27.097222;-82.233611;;;Incident;Minor;Airplane;N509SR;CIRRUS DESIGN CORP;SR22;No;1;Reciprocating;Part 135: Air Taxi & Commuter;NSCH;;SATSAIR LLC;;;;3;VMC;;Probable Cause;03/16/2011
20090402X00628;Incident;CEN09IA234;03/29/2009;Abilene, TX;United States;;;;;Incident;Minor;Helicopter;N708M;BELL;206L-3;No;1;Turbo Shaft;Part 91: General Aviation;;Positioning;;;;;3;VMC;UNKNOWN;Probable Cause;03/23/2010
20090326X91955;Incident;ENG09IA004;03/26/2009;Bogota, Colombia;Colombia;;;;;Incident;Minor;Airplane;N526MD;MCDONNELL-DOUGLAS;DC-10-30;No;3;Turbo Fan;Unknown;SCHD;;;;;;4;;TAKEOFF;Probable Cause;10/19/2015
20090401X20826;Incident;DCA09WA042;03/26/2009;Eldorado, Colombia;Colombia;;;;Eldorado;Incident;Minor;;;BOEING;B727;;;;Non-U.S., Commercial;SCHD;;;;;;;;;Foreign;02/23/2010
20090414X52749;Incident;DCA09WA044;03/25/2009;Trelew, Argentina;Argentina;;;;;Incident;;Airplane;;MCDONNELL DOUGLAS;MD88;No;;;Non-U.S., Commercial;SCHD;;;;;;71;;;Foreign;04/24/2009
20090320X02943;Incident;CEN09IA222;03/17/2009;Springfield, IL;United States;;;AE25;Company Helipad;Incident;Minor;Helicopter;N595AE;BELL;206;No;1;Turbo Shaft;Part 91: General Aviation;;Positioning;;;;;3;VMC;TAXI;Probable Cause;11/21/2009
20090309X74949;Incident;ERA09IA186;03/05/2009;Gainesville, FL;United States;29.634722;-82.423889;;;Incident;Minor;Helicopter;N911UF;AGUSTA;A109E;No;2;Turbo Shaft;Part 135: Air Taxi & Commuter;NSCH;;AIR METHODS CORP;;;1;3;VMC;DESCENT;Probable Cause;12/20/2010
20090304X61906;Incident;WPR09IA140;03/03/2009;Peach Springs, AZ;United States;35.990277;-113.816389;;;Incident;Minor;Helicopter;N197AE;EUROCOPTER;AS 350 B2;No;1;Turbo Shaft;Part 135: Air Taxi & Commuter;NSCH;Unknown;Papillon Airways;;;;7;VMC;DESCENT;Probable Cause;07/22/2010
20090313X62746;Incident;DCA09WA039;03/02/2009;;Greece;;;;;Incident;;;;;;;;;Non-U.S., Commercial;SCHD;;;;;;;;;Foreign;02/23/2010
20090306X84920;Incident;DCA09WA036;02/27/2009;;United States;-6.333333;106.750000;;;Incident;;Airplane;;BOEING;737;No;2;;Non-U.S., Commercial;SCHD;;;;;;131;;;Foreign;
20090226X95540;Incident;DCA09WA031;02/24/2009;Santander, Spain;Spain;;;;;Incident;;Airplane;;BOMBARDIER;CL-600;No;;;Non-U.S., Commercial;SCHD;;;;;;;;;Foreign;11/15/2013
20090223X64314;Incident;WPR09IA128;02/22/2009;Tucson, AZ;United States;32.115833;-110.940833;TUS;Tucson International Airport;Incident;Minor;Airplane;N1408F;CESSNA;172H;No;1;Reciprocating;Part 91: General Aviation;;Instructional;;;;;2;VMC;TAXI;Probable Cause;11/10/2009
20090223X03403;Incident;WPR09IA123;02/21/2009;Salt Lake City, UT;United States;40.788333;-111.977500;SLC;Salt Lake City Int. Airport;Incident;Minor;Airplane;N270YV;EMBRAER;EMB-120ER;No;2;Turbo Prop;Part 121: Air Carrier;SCHD;;SKYWEST AIRLINES INC;;;;4;VMC;TAXI;Probable Cause;08/13/2009
20090225X83224;Incident;OPS09IA002;02/19/2009;Tampa, FL;United States;27.781111;-82.536944;;;Incident;;;;;;;;;Part 121: Air Carrier;SCHD;;;;;;;;APPROACH;Probable Cause;11/12/2009
20090223X50804;Incident;CEN09IA172;02/17/2009;Grayslake, IL;United States;42.329723;-88.079167;;;Incident;;Airplane;N747KA;CESSNA;150;No;1;Reciprocating;Part 91: General Aviation;;Personal;;;;;2;VMC;MANEUVERING;Probable Cause;08/13/2009
20090210X51828;Incident;CEN09IA161B;02/07/2009;Fairmont, NE;United States;40.573334;-97.568889;KFMZ;Fairmont State Airfield;Incident;Minor;Airplane;N5757G;CESSNA;150;No;1;Reciprocating;Part 91: General Aviation;;Personal;;;;;2;VMC;APPROACH;Probable Cause;09/13/2010
20090210X51828;Incident;CEN09IA161A;02/07/2009;Fairmont, NE;United States;40.573334;-97.568889;KFMZ;Fairmont State Airfield;Incident;Minor;Airplane;N55502;PIPER;PA28;No;1;Reciprocating;Part 91: General Aviation;;Personal;;;;;2;VMC;APPROACH;Probable Cause;09/13/2010
20090205X02110;Incident;CEN09IA153;02/04/2009;Aspen, CO;United States;39.223056;-106.868889;ASE;Aspen-Pitkin County Airport;Incident;Minor;Airplane;N535JR;NEW PIPER AIRCRAFT INC;PA-46-500T;No;1;Turbo Prop;Part 91: General Aviation;;Personal;;;;;2;VMC;LANDING;Probable Cause;03/23/2010
20090122X34526;Incident;ERA09IA140;01/22/2009;Naples, FL;United States;26.151389;-81.771945;APF;Naples Municipal Airport;Incident;;Airplane;N2615G;CESSNA;402C;No;2;Reciprocating;Part 135: Air Taxi & Commuter;SCHD;;HYANNIS AIR SERVICE INC (DBA: Cape Air);;;;7;VMC;;Probable Cause;12/20/2010
20090112X35356;Incident;DCA09WA023;01/12/2009;East Anglia, United Kingdom;United Kingdom;;;;;Incident;;Airplane;;BOEING;737;No;2;;Non-U.S., Commercial;SCHD;;;;;;4;;;Foreign;
20090325X84835;Incident;ERA09WA212;01/10/2009;Rio Verde, Brazil;Brazil;-17.834444;-50.955556;;;Incident;Minor;Airplane;;PIPER;PA28R;No;;;Non-U.S., Non-Commercial;;Personal;;0;0;0;2;;;Foreign;03/27/2009
20090113X70049;Incident;ENG09RA003;01/06/2009;Ho Chi Minh City, Vietnam;Vietnam;;;;;Incident;Minor;Airplane;;BOEING;777;No;;;Non-U.S., Commercial;SCHD;;;;;;332;;;Foreign;06/24/2010
20090105X01036;Incident;ENG09IA002;01/02/2009;Atlanta, GA;United States;;;KATL;Atlanta International Airport;Incident;Minor;Airplane;N864DA;BOEING;777;;2;Turbo Fan;Part 121: Air Carrier;SCHD;;Delta Air Lines;;;;257;;TAKEOFF;Probable Cause;10/09/2012
20090114X72834;Incident;DCA09WA024;12/31/2008;Luton Airport, United Kingdom;United Kingdom;;;EGGW;Luton Airport;Incident;;Airplane;;BOEING;737;No;;;Non-U.S., Commercial;SCHD;;;;;;;;;Foreign;
20081230X10323;Incident;WPR09IA070;12/27/2008;Kamuela, HI;United States;19.738611;-156.045555;;Hapuna Heliport;Incident;Minor;Helicopter;N902AF;MD HELICOPTER;MD 900;No;2;Turbo Shaft;Part 91: General Aviation;;Positioning;;;;;2;VMC;LANDING;Probable Cause;12/31/2009
20081224X25658;Incident;WPR09IA065;12/24/2008;Seattle, WA;United States;47.449722;-122.311667;SEA;Seattle-Tacoma International;Incident;;Airplane;N516AS;BOEING;737-890;No;2;Turbo Jet;Part 121: Air Carrier;SCHD;;Alaska Airlines;;;;141;IMC;;Probable Cause;12/15/2009
20090204X52521;Incident;CEN09WA150;12/23/2008;Norfolk, England, United Kingdom;United Kingdom;;;EGSD;North Denes Airfield;Incident;Minor;Helicopter;;AGUSTA;AW-139;No;2;Turbo Shaft;Non-U.S., Non-Commercial;;Business;;;;;;;;Foreign;
20081223X70710;Incident;ANC09IA015;12/20/2008;Sitka, AK;United States;57.047222;-135.361667;PASI;Sitka;Incident;;Airplane;N771AS;BOEING;737-4Q8;No;2;Turbo Fan;Part 121: Air Carrier;SCHD;;Alaska Airlines (DBA: Alaska Airlines);;;88;;VMC;STANDING;Probable Cause;03/25/2010
20081217X83220;Incident;CEN09FA094;12/15/2008;Chicago, IL;United States;41.980834;-87.906389;ORD;Chicago O'Hare International;Incident;Minor;Airplane;N511MJ;BOMBARDIER;CL-600-2C10;No;2;Turbo Fan;Part 121: Air Carrier;SCHD;;Mesa Airlines, Inc;;;;32;VMC;APPROACH;Probable Cause;10/05/2009
20081215X93019;Incident;DCA09IA017;12/14/2008;Philadelphia, PA;United States;39.871945;-75.241111;PHL;Philadelphia IAP;Incident;Minor;Airplane;N407AW;BOMBARDIER;CL-600-2B19;;;;Part 121: Air Carrier;NSCH;Positioning;AIR WISCONSIN AIRLINES CORPORATION;0;0;0;3;;;Preliminary;12/19/2008
20081218X63237;Incident;CEN09IA096;12/12/2008;Fort Worth, TX;United States;;;FTW;Meacham International Airport;Incident;Minor;Airplane;N5495B;CESSNA;182;No;1;Reciprocating;Part 91: General Aviation;;Personal;;;;;2;VMC;TAXI;Probable Cause;08/13/2009
20090519X40622;Incident;WPR09WA249;12/11/2008;Kemi, Finland;Finland;65.778334;24.575556;EFKE;Kemi Tornio;Incident;Minor;Airplane;;EMBRAER;EMB145;No;2;;Non-U.S., Commercial;SCHD;;;;;;25;;;Foreign;05/27/2009
20081231X15122;Incident;ERA09IA115;12/11/2008;Fort Lauderdale, FL;United States;26.072500;-80.152778;FLL;Fort Lauderdale/Hollywood Int;Incident;Minor;Airplane;N522FA;CESSNA;402C;No;2;Reciprocating;Part 91: General Aviation;;Instructional;;;;;4;VMC;LANDING;Probable Cause;10/21/2010
20081215X14936;Incident;DCA09IA018;12/11/2008;Greer, SC;United States;34.895555;-82.220000;GSP;Greenville Spartanburg;Incident;Minor;Airplane;N924DL;MCDONNELL DOUGLAS;MD88;No;2;Turbo Jet;Part 121: Air Carrier;SCHD;;DELTA AIR LINES INC;;;;153;VMC;;Probable Cause;04/29/2011
20081201X44308;Incident;DCA09IA014;11/26/2008;Bozeman, MT;United States;;;KBZN;Bozeman;Incident;;Airplane;N862DA;BOEING;777;No;2;Turbo Fan;Part 121: Air Carrier;SCHD;;Delta Air Lines;;;;263;VMC;;Probable Cause;03/22/2013
20081116X33137;Incident;ERA09IA056;11/16/2008;Philadelphia, PA;United States;39.868056;-75.238889;PHL;Philadelphia International;Incident;Minor;Airplane;N326EN;DeHavilland;DHC-8-311;No;2;Turbo Prop;Part 121: Air Carrier;SCHD;Business;Piedmont Airlines (DBA: USAir Express);;;;38;VMC;APPROACH;Probable Cause;08/12/2010
20081113X34615;Incident;CEN09IA057;11/09/2008;Lubbock, TX;United States;33.658056;-101.820278;LBB;Lubbock Preston Smith Int'l;Incident;Minor;Airplane;N6267Y;CESSNA;T210N;No;1;Turbo Shaft;Part 91: General Aviation;;Personal;;;;;1;VMC;TAKEOFF;Probable Cause;09/10/2009
20081110X15316;Incident;WPR09IA033;11/07/2008;Salt Lake City, UT;United States;40.788333;-111.977778;KSLC;Salt Lake City Int.;Incident;Minor;Airplane;N254WN;BOEING;737-700;No;2;Turbo Fan;Part 121: Air Carrier;SCHD;;SOUTHWEST AIRLINES CO;;;;51;VMC;TAXI;Probable Cause;05/12/2009
20081219X65316;Incident;ENG08WA045;10/28/2008;Ngurah Rai Airport, Denpasar, Bali, Indonesia, Indonesia;Indonesia;;;;Ngurah Rai Airport Bali;Incident;Minor;Airplane;;BOEING;737;No;;;Non-U.S., Commercial;SCHD;;;;;;;;;Foreign;06/23/2009
20081202X72329;Incident;DCA09WA015;10/27/2008;Brussels, Belgium;Belgium;;;EBBR;Brussels International Airport;Incident;Substantial;;;BOEING;747;No;4;;Non-U.S., Commercial;NSCH;;;;;;6;;;Foreign;03/22/2010
20081022X74636;Incident;CEN09IA032;10/19/2008;Amherst, TX;United States;34.050833;-102.466667;;;Incident;Minor;Helicopter;N902NM;MD Helicopter Inc;MD 900;No;2;Turbo Shaft;Part 91: General Aviation;;Positioning;;;;;4;VMC;;Probable Cause;08/13/2009
20100304X92243;Incident;ENG08WA050;10/18/2008;Belgrade, Serbia, Serbia;Serbia;;;LYBE;Nicola Tesla, Belgrade, Serbia;Incident;Minor;Airplane;;BOEING;737;No;2;;Non-U.S., Commercial;SCHD;;;;;;189;;;Foreign;05/26/2010
20081008X71938;Incident;CEN09IA003;10/08/2008;Weatherford, TX;United States;32.746111;-97.682223;;;Incident;Minor;Helicopter;N902RN;MD Helicopter Inc;MD 900;No;2;Turbo Shaft;Part 91: General Aviation;;Positioning;;;;;1;VMC;;Probable Cause;11/09/2009
20081008X50538;Incident;ERA09IA009;10/05/2008;Lakeland, FL;United States;27.996389;-82.018334;LAL;Lakeland Linder Regional Apt.;Incident;Minor;Airplane;N101CD;CIRRUS DESIGN CORP;SR22;No;1;Reciprocating;Part 91: General Aviation;;Personal;;;;;1;VMC;APPROACH;Probable Cause;03/23/2010
20081219X65313;Incident;ENG08IA042;10/01/2008;Chicago, IL;United States;;;MDW;Chicago Midway;Incident;Minor;Airplane;N551WN;BOEING;737;;2;Turbo Fan;Part 121: Air Carrier;SCHD;;Southwest Airlines, Co. (DBA: Southwest Airlines);;;;133;;TAXI;Probable Cause;03/23/2010
20090904X13841;Incident;ERA09IA499;09/29/2008;Allentown, PA;United States;40.721389;-75.341111;XLL;Queen City Airport;Incident;Minor;Helicopter;N801SB;MCDONNELL DOUGLAS HELICOPTER;369E;No;1;Turbo Shaft;Part 91: General Aviation;;Positioning;;;;;1;VMC;;Probable Cause;03/16/2011
20081007X52537;Incident;DEN08IA160;09/24/2008;Whetstone, AZ;United States;31.703333;-110.248055;;Unmanned Vehicles Intl;Incident;Destroyed;;N602RN;RAYTHEON;COBRA;No;1;Reciprocating;Part 91: General Aviation;;Flight Test;;;;;;VMC;LANDING;Probable Cause;07/01/2014
20081017X61856;Incident;OPS09IA001B;09/22/2008;Peoria, IL;United States;;;PIA;Greater Peoria Regional Airpor;Incident;;;;;;;;;Part 121: Air Carrier;SCHD;;;0;0;0;0;VMC;LANDING;Probable Cause;02/19/2009
20081017X61856;Incident;OPS09IA001A;09/22/2008;Peoria, IL;United States;;;PIA;Greater Peoria Regional Airpor;Incident;;;;;;;;;Part 121: Air Carrier;SCHD;;;0;0;0;0;VMC;LANDING;Probable Cause;02/19/2009
20081007X03940;Incident;CHI08IA292;09/22/2008;Chicago, IL;United States;41.978611;-87.904722;ORD;O'Hare International Airport;Incident;Minor;Airplane;N197AN;BOEING;757-223;No;2;Turbo Fan;Part 121: Air Carrier;SCHD;;American Airlines, Inc. (DBA: American Airlines);;;;192;;CRUISE;Probable Cause;10/21/2010
20080922X01509;Incident;OPS08IA015B;09/19/2008;Allentown, PA;United States;;;ABE;Allentown / Lehigh Valley Intl;Incident;;Airplane;;CESSNA;R172K;No;1;;Part 91: General Aviation;;Personal;;0;0;0;63;VMC;LANDING;Probable Cause;02/19/2009
20080922X01509;Incident;OPS08IA015A;09/19/2008;Allentown, PA;United States;;;ABE;Allentown / Lehigh Valley Intl;Incident;;Airplane;;BOMBARDIER INC;CL-600-2C1;No;2;;Part 135: Air Taxi & Commuter;SCHD;;;0;0;0;63;VMC;TAKEOFF;Probable Cause;02/19/2009
20081016X91229;Incident;LAX08WA303;09/18/2008;Cork, Ireland;Ireland;;;BCN;Barcelona;Incident;Minor;Airplane;;BOEING;757;;;;Part 129: Foreign;SCHD;;;;;;;;;Foreign;10/22/2008
20080925X01527;Incident;CHI08IA294;09/18/2008;La Porte, IN;United States;42.620278;-89.041389;PPO;La Porte Municipal Airport;Incident;Minor;Airplane;N107JF;INDUS AVIATION INC;T-211 THORPEDO;No;1;Reciprocating;Part 91: General Aviation;;Positioning;;;;;1;VMC;;Probable Cause;12/20/2010
20081017X71017;Incident;SEA08IA217;09/13/2008;San Carlos, CA;United States;37.511944;-122.249444;;;Incident;Minor;Airplane;N419JS;DIAMOND;DA 40;No;1;Reciprocating;Part 91: General Aviation;;Personal;;;;;1;VMC;CLIMB;Probable Cause;11/17/2009
20080829X01354;Incident;OPS08IA014B;08/28/2008;;United States;;;;;Incident;;Airplane;;Boeing;B737-800;No;;;Part 121: Air Carrier;SCHD;;;;;;159;;;Probable Cause;02/19/2009
20080829X01354;Incident;OPS08IA014A;08/28/2008;;United States;;;;;Incident;;Airplane;;Boeing;B744;No;;;Part 129: Foreign;SCHD;;;;;;159;;;Probable Cause;02/19/2009
20080923X01518;Incident;OPS08IA013B;08/28/2008;Fresno, CA;United States;;;;Fresno - Yosemite Intl;Incident;;Airplane;;Canadair;CRJ2;No;;;Part 135: Air Taxi & Commuter;SCHD;;;0;0;0;52;VMC;LANDING;Probable Cause;02/19/2009
20080923X01518;Incident;OPS08IA013A;08/28/2008;Fresno, CA;United States;;;;Fresno - Yosemite Intl;Incident;;Airplane;;Piper;PA-46;No;;;Part 91: General Aviation;;Personal;;0;0;0;52;VMC;TAXI;Probable Cause;02/19/2009
20080829X01353;Incident;OPS08IA012;08/27/2008;Reading, PA;United States;;;RDG;Reading Regional Airport/Carl;Incident;;Airplane;;CESSNA;172;No;;;Part 91: General Aviation;;Personal;;0;0;0;2;VMC;LANDING;Probable Cause;02/19/2009
20080912X01438;Incident;NYC08IA290;08/26/2008;Bogota, Colombia;Colombia;4.716389;-74.156389;SKBO;El Dorado International;Incident;;Airplane;N715CK;BOEING;747-209B;No;4;Turbo Fan;Part 121: Air Carrier;NSCH;;KALITTA FLYING SERVICE INC (DBA: Kalitta Air);;;;5;VMC;TAKEOFF;Probable Cause;05/19/2011
20081003X16306;Incident;DCA08WA094;08/26/2008;Montreal, Canada;Canada;;;;;Incident;;Airplane;;Boeing;B747-436;No;;;Non-U.S., Commercial;SCHD;;;0;0;0;2;VMC;;Foreign;11/28/2008
20081003X63010;Incident;DCA08WA100;08/16/2008;Paris, France;France;;;LFPG;Charles DeGaulle;Incident;;Airplane;;BOEING;B737-800;No;;;Non-U.S., Commercial;NSCH;;;;;;2;VMC;;Foreign;11/23/2009
20080903X01365;Incident;DEN08IA143;08/14/2008;Jasper, TX;United States;30.885555;-94.034722;;;Incident;Minor;Airplane;N688LL;Raytheon Aircraft Company;C90A;No;2;Turbo Prop;Part 91: General Aviation;;Business;;;;;1;VMC;TAKEOFF;Probable Cause;03/12/2012
20081003X16340;Incident;ENG08IA038;08/06/2008;Las Vegas, NV;United States;36.080000;-115.152222;KLAS;McCarran International Airport;Incident;;Airplane;N666DN;BOEING;757;No;2;Turbo Fan;Part 121: Air Carrier;SCHD;;DELTA AIR LINES INC (DBA: Delta Air Lines);;;;170;VMC;TAKEOFF;Probable Cause;12/22/2010
20081219X16537;Incident;ENG08RA033;07/30/2008;Tokyo, Japan;Japan;;;;Narita Tokyo;Incident;Minor;;;BOEING;777;No;;;Unknown;SCHD;;;;;;;;;Foreign;05/01/2014
20080812X01218;Incident;ANC08IA092;07/29/2008;Anchorage, AK;United States;61.179445;-149.983333;ANC;Anchorage International;Incident;;Airplane;N364PX;Saab-Scania AB (Saab);SAAB 340B;No;2;Turbo Prop;Part 121: Air Carrier;SCHD;;PENINSULA AIRWAYS INC (DBA: PenAir);0;0;0;9;VMC;TAKEOFF;Probable Cause;03/05/2009
20080729X01124;Incident;DEN08IA130;07/28/2008;Colorado Springs, CO;United States;38.969723;-104.813056;AFF;U. S. Air Force Academy;Incident;Substantial;Airplane;N601RN;RAYTHEON COMPANY;COBRA;No;1;Reciprocating;Part 91: General Aviation;;Business;;;;;1;VMC;APPROACH;Probable Cause;07/01/2014
20081219X65315;Incident;ENG08WA044;07/23/2008;Syansudin Noor Airport, South Kalimantan, Indonesi, Indonesia;Indonesia;;;;Syamsudin Noor Airport;Incident;;Airplane;;BOEING;737;;2;;Part 129: Foreign;SCHD;;;;;;;;;Foreign;06/23/2009
